GeneSymbol	GeneID	GI
C5orf55	116349	gi|156523054
ATXN7L3B	552889	gi|210147443
KRTAP7-1	337878	gi|222418619
ACTL7B	10880	gi|5729722
C19orf69	100170765	gi|194473673
FAM47C	442444	gi|61966919
LRRC10B	390205	gi|223005922
MBD3L4	653656	gi|256574743
EPM2AIP1	9852	gi|7662294
FAM186A	121006	gi|224458301
KRTAP9-9	81870	gi|291219898
KRTAP4-9	100132386	gi|225690551
TAS2R5	54429	gi|9507173
SFT2D3	84826	gi|49355757
PRR25	388199	gi|61966733
PRAMEF13	400736	gi|66954681
REP15	387849	gi|71274164
FJX1	24147	gi|18765711
ATXN3L	92552	gi|209862748
TMEM229A	730130	gi|209862782
PRR23C	389152	gi|197927231
PRR23A	729627	gi|197927236
PRR21	643905	gi|124249376
FAM157B	100132403	gi|223646111
LOC100287534	100287534	gi|385648276
S100A7L2	645922	gi|194294552
PRAMEF19	645414	gi|194306635
OR2W5	441932	gi|52317225
KRTAP9-1	728318	gi|299473753
SEC14L6	730005	gi|304766518
SLC35G3	146861	gi|22748975
USP27X	389856	gi|223005906
SRRM5	100170229	gi|224548936
OTUD1	220213	gi|223941923
PRR24	255783	gi|333609239
PGBD4	161779	gi|25777746
TIGD2	166815	gi|23312392
PLA2G4E	123745	gi|331284217
KRTAP4-7	100132476	gi|225690558
SLC22A24	283238	gi|318064847
SRRM3	222183	gi|158854042
PRAMEF20	645425	gi|153792112
PRR18	285800	gi|58331144
TMF1	7110	gi|110347443
PABPC1L2A	340529	gi|61175237
CSH2	1443	gi|12408694
PPIAL4E	730262	gi|221139811
TAS2R30	259293	gi|148235367
LOC650293	650293	gi|91206428
LOC728819	728819	gi|157412240
WTH3DI	150786	gi|117938299
KLHDC7A	127707	gi|116089333
NFE4	58160	gi|145976942
FOXD4L2	100036519	gi|149944560
UQCRHL	440567	gi|148229491
MIR205HG	642587	gi|157151759
LOC100288814	100288814	gi|304307742
OR6K3	391114	gi|282396071
C11orf96	387763	gi|222537761
LOC646862	646862	gi|304376280
LOC100133267	100133267	gi|305410850
PPIAL4F	728945	gi|256017253
CXorf51A	100129239	gi|221136769
LOC100129924	100129924	gi|337299049
SLC22A31	146429	gi|337756639
SMCR9	140776	gi|343183341
LOC100129216	100129216	gi|338827742
LOC100129520	100129520	gi|305632793
LOC100288255	100288255	gi|312839856
MUC20	200958	gi|149193327
LOC339862	339862	gi|380503841
ND1	4535	gi|251831107
ND2	4536	gi|251831108
COX1	4512	gi|251831109
COX2	4513	gi|251831110
ATP8	4509	gi|251831111
ATP6	4508	gi|251831112
COX3	4514	gi|251831113
ND3	4537	gi|251831114
ND4L	4539	gi|251831115
ND4	4538	gi|251831116
ND5	4540	gi|251831117
ND6	4541	gi|251831118
CYTB	4519	gi|251831119
FAM178A	55719	gi|344313179
FREM3	166752	gi|270265871
USP17L3	645836	gi|379030631
USP17L1P	401447	gi|379030635
KRTAP16-1	100505753	gi|304434552
PPP1R3G	648791	gi|223278393
MPC1L	347411	gi|306922396
TPBGL	100507050	gi|306922420
LYPD8	646627	gi|146261165
LOC389895	389895	gi|409104116
LOC100129361	100129361	gi|409264652
TMEM185B	79134	gi|334085299
OR2V1	26693	gi|385137111
KIAA1024L	100127206	gi|390125177
KLHDC7B	113730	gi|206597556
LOC101060798	101060798	gi|410169807
LOC101060798	101060798	gi|410169809
LOC101060798	101060798	gi|410169811
LOC101060101	101060101	gi|410169815
LOC101060171	101060171	gi|410169819
C10orf112	340895	gi|410169821
LOC101060163	101060163	gi|410169823
CCNYL2	414194	gi|410169827
AGAP7	653268	gi|410169829
LOC100996567	100996567	gi|397137259
LOC100653137	100653137	gi|341913680
LOC100653137	100653137	gi|410169834
LOC100996346	100996346	gi|397137276
MUC5AC	4586	gi|410169842
LOC101059906	101059906	gi|410169844
KRTAP5-5	439915	gi|397137285
LOC101059911	101059911	gi|410169846
LOC100131381	100131381	gi|397137295
LOC101059934	101059934	gi|410169852
LOC100508736	100508736	gi|341913737
OTOG	340990	gi|310110158
OR9G9	504191	gi|410169854
LOC100287837	100287837	gi|310110234
ZNF705E	100131539	gi|341913755
KRTAP5-10	387273	gi|397137319
LOC100131392	100131392	gi|169203034
LOC100506870	100506870	gi|410169863
LOC338667	338667	gi|341913766
LOC100653217	100653217	gi|410169869
LOC728715	728715	gi|410169873
LOC101060821	101060821	gi|410169878
LOC645177	645177	gi|410169880
LOC100507855	100507855	gi|310110345
MUC19	283463	gi|397137351
LOC728503	728503	gi|310110372
KRT83	3889	gi|397137353
KRT83	3889	gi|397137355
C12orf63	374467	gi|397137366
C12orf55	144535	gi|397137372
LOC101060751	101060751	gi|410169889
LOC100508384	100508384	gi|310110468
LOC100996701	100996701	gi|397137385
FBRSL1	57666	gi|410169893
LRRC63	220416	gi|410169897
LOC100129307	100129307	gi|397137409
HS6ST3	266722	gi|397137664
DKFZp451A211	400169	gi|341913894
LOC100507747	100507747	gi|310110557
LOC101059957	101059957	gi|410169902
LOC101059957	101059957	gi|410169904
TTC6	319089	gi|397137676
LOC100996805	100996805	gi|397137691
LOC100288568	100288568	gi|397137694
LOC642131	642131	gi|410169914
LOC100653243	100653243	gi|410169916
GOLGA6L2	283685	gi|397137701
LOC101059991	101059991	gi|410169919
GOLGA8J	653073	gi|341913945
LOC646670	646670	gi|169208948
LOC730058	730058	gi|397137722
LOC440292	440292	gi|239756356
LOC100996492	100996492	gi|397137724
GOLGA6L3	100133220	gi|410169927
LOC100291699	100291699	gi|239756385
LOC100996869	100996869	gi|397137734
LOC101060778	101060778	gi|410169930
LOC101060782	101060782	gi|410169932
LOC729159	729159	gi|239756593
LOC100996541	100996541	gi|410169936
LOC100996845	100996845	gi|397137761
LOC101060747	101060747	gi|410169939
LOC400499	400499	gi|341914024
LOC388210	388210	gi|397137770
LOC101059953	101059953	gi|410169941
LOC100996282	100996282	gi|397137782
LOC100996842	100996842	gi|397137784
LOC101060767	101060767	gi|410169945
LOC100996906	100996906	gi|397137791
KRTAP9-1	728318	gi|410169949
LOC100134267	100134267	gi|410169951
DHX40	79665	gi|397137814
LOC100996784	100996784	gi|410169955
LOC100507494	100507494	gi|310113194
SLC35G4	646000	gi|169212904
ANKRD62	342850	gi|410169958
ANKRD62	342850	gi|410169960
GRIN3B	116444	gi|341914128
LOC101060181	101060181	gi|410169971
LOC400682	400682	gi|239757208
LOC101060817	101060817	gi|410169977
LOC100996925	100996925	gi|410169980
LOC100996440	100996440	gi|397137883
C19orf68	374920	gi|239757335
LOC100287477	100287477	gi|410169986
LOC390956	390956	gi|410169990
ZSCAN5D	646698	gi|341914197
LOC728802	728802	gi|239752897
LOC100293748	100293748	gi|341914202
LCE4A	199834	gi|410169998
LOC101060085	101060085	gi|410170014
OSTCP2	646567	gi|310113696
FOXO6	100132074	gi|397137996
TCTEX1D4	343521	gi|410170027
IPO13	9670	gi|397137998
LOC199897	199897	gi|169160748
LOC100996868	100996868	gi|397138014
LOC128322	128322	gi|169160905
LOC100509378	100509378	gi|310113813
LOC100653194	100653194	gi|341914296
LOC100653194	100653194	gi|341914298
LOC100653231	100653231	gi|397138029
LOC100509860	100509860	gi|310113841
LOC100289375	100289375	gi|397138033
EFCAB8	388795	gi|397138036
LOC100996602	100996602	gi|397138041
LOC728671	728671	gi|341914327
ANKRD60	140731	gi|341914329
LOC100509861	100509861	gi|310113919
LOC100996831	100996831	gi|397138044
LOC101060815	101060815	gi|410170040
LOC100996619	100996619	gi|397138054
LOC100509196	100509196	gi|310113966
LOC100292922	100292922	gi|239757619
LOC100996369	100996369	gi|397138065
USP41	373856	gi|410170045
LOC101060787	101060787	gi|410170048
LOC100996780	100996780	gi|397138069
LOC100996337	100996337	gi|410170051
TMEM191B	728229	gi|410170053
TMEM191B	728229	gi|410170055
LOC100652894	100652894	gi|397138077
LOC100652901	100652901	gi|397138081
LOC100506562	100506562	gi|310114055
LOC100996817	100996817	gi|410170060
TTLL8	164714	gi|397138104
MAPK12	6300	gi|397138106
LOC100292909	100292909	gi|410170066
LOC100996394	100996394	gi|397138115
LOC650157	650157	gi|410170068
LOC100652774	100652774	gi|397138125
LOC100130921	100130921	gi|169163909
LOC100996924	100996924	gi|397138134
LOC100996770	100996770	gi|397138137
LOC730268	730268	gi|169164061
ANKRD36C	400986	gi|310114187
LOC100996606	100996606	gi|410170078
LOC100996919	100996919	gi|397138152
NT5DC4	284958	gi|410170094
LOC100653334	100653334	gi|397138158
LOC100996820	100996820	gi|397138164
LOC339760	339760	gi|397138172
LOC100996887	100996887	gi|397138176
LOC100996685	100996685	gi|397138178
ZNF806	646915	gi|310114250
LOC101060825	101060825	gi|410170098
LOC100652824	100652824	gi|397138187
LOC100652824	100652824	gi|397138189
HEATR7B1	339766	gi|341914456
LOC100996584	100996584	gi|397138203
LOC728763	728763	gi|341914465
LOC285095	285095	gi|169163685
LOC100509490	100509490	gi|310114351
LOC100996546	100996546	gi|397138207
PRSS44	729756	gi|410170117
LOC729454	729454	gi|169165465
LOC100653071	100653071	gi|397138233
LOC100652807	100652807	gi|397138235
LOC100996350	100996350	gi|397138240
LOC100996791	100996791	gi|397138242
LOC100508383	100508383	gi|310114499
NAT8L	339983	gi|397138273
C4orf50	389197	gi|310114586
LOC100996859	100996859	gi|397138279
LOC285556	285556	gi|169167062
LOC100996903	100996903	gi|397138295
GYPB	2994	gi|397138298
LOC101059914	101059914	gi|410170132
LOC391722	391722	gi|169167243
LOC100996897	100996897	gi|397138306
ZDHHC11B	653082	gi|397138308
LOC401180	401180	gi|169167792
LOC441098	441098	gi|410170140
C5orf50	644994	gi|341914621
LOC100653247	100653247	gi|341914631
LOC100996300	100996300	gi|397138347
LOC100509542	100509542	gi|341914655
C6orf183	389422	gi|397138383
LOC100996852	100996852	gi|397138385
HGC6.3	100128124	gi|397138389
LOC100996433	100996433	gi|397138395
LOC100996459	100996459	gi|397138405
LOC100128326	100128326	gi|410170161
LOC100509247	100509247	gi|397138416
LOC100287294	100287294	gi|410170164
LOC101060183	101060183	gi|410170166
LOC441239	441239	gi|410170168
LOC100996407	100996407	gi|397138421
LOC101060822	101060822	gi|410170171
CCDC146	57639	gi|410170175
LOC101060861	101060861	gi|410170178
LOC101060797	101060797	gi|410170180
LOC100996872	100996872	gi|397138449
MUC3A	4584	gi|397138453
LOC100508781	100508781	gi|310115365
LOC100294033	100294033	gi|310115369
LOC101060029	101060029	gi|410170189
LOC100996445	100996445	gi|397138475
LOC100996633	100996633	gi|397138478
LOC100133251	100133251	gi|397138481
LOC101059966	101059966	gi|410170192
LOC100996304	100996304	gi|397138491
LOC100129098	100129098	gi|169173306
LOC392288	392288	gi|169183885
FAM27E3	100131997	gi|397138518
LOC100509638	100509638	gi|310115577
LOC100509686	100509686	gi|310115580
LOC100996885	100996885	gi|397138522
LOC100996917	100996917	gi|397138534
LOC100996250	100996250	gi|397138536
LOC100996287	100996287	gi|397138547
LOC101060175	101060175	gi|410170210
HMCN2	256158	gi|169178458
LOC101060829	101060829	gi|410170212
LOC100996825	100996825	gi|397138561
LOC100653113	100653113	gi|397138563
LOC650267	650267	gi|410170216
LOC100996843	100996843	gi|397138567
PRSS2	5645	gi|410170218
PRSS2	5645	gi|410170220
PRSS2	5645	gi|410170222
LOC100131514	100131514	gi|410170224
LOC100134409	100134409	gi|239758001
LOC101060792	101060792	gi|410170226
LOC652119	652119	gi|341914867
DUX4L3	653548	gi|410170230
LOC101060846	101060846	gi|410170232
LOC100996819	100996819	gi|397138581
LOC100996844	100996844	gi|397138584
LOC101060756	101060756	gi|410170234
LOC101060769	101060769	gi|410170236
LOC651536	651536	gi|397138590
OVOS	408186	gi|341914879
LOC100653225	100653225	gi|341914881
LOC101060789	101060789	gi|410170240
LOC100996888	100996888	gi|397138593
LOC100653251	100653251	gi|341914886
LOC100996724	100996724	gi|397138595
LOC100996779	100996779	gi|397138604
LOC100996779	100996779	gi|397138606
LOC100996779	100996779	gi|397138608
LOC100996779	100996779	gi|397138612
LOC100289097	100289097	gi|341914897
LOC100289097	100289097	gi|341914901
LOC100289097	100289097	gi|341914903
LOC100289097	100289097	gi|341914905
LOC652586	652586	gi|397138616
LOC100134091	100134091	gi|239758069
LOC100132859	100132859	gi|410170245
LOC100505781	100505781	gi|410170247
LOC729458	729458	gi|341914910
LILRA3	11026	gi|410170251
LOC101060835	101060835	gi|410170253
LOC100509457	100509457	gi|310118019
LOC100509457	100509457	gi|397138629
LOC100509457	100509457	gi|310118013
LOC100507714	100507714	gi|341914914
LOC100507714	100507714	gi|341914916
LOC100507714	100507714	gi|341914918
LOC100507714	100507714	gi|410170255
LOC101060854	101060854	gi|410170257
LOC100996792	100996792	gi|397138632
DUX4L4	441056	gi|410170259
LOC100292669	100292669	gi|410170261
LOC101060770	101060770	gi|410170263
LOC100996782	100996782	gi|397138640
DUX4L7	653543	gi|410170267
LOC100653292	100653292	gi|341914938
LOC100996675	100996675	gi|397138647
LOC100996890	100996890	gi|397138649
LOC729974	729974	gi|410170270
LOC651959	651959	gi|397138653
LOC101060859	101060859	gi|410170272
LOC101060866	101060866	gi|410170274
LOC100996724	100996724	gi|397138655
LOC100996724	100996724	gi|397138659
PNPLA2	57104	gi|341914944
LOC100996711	100996711	gi|410170277
LOC100996909	100996909	gi|397138663
LOC101060753	101060753	gi|410170280
LOC101059915	101059915	gi|410170282
LOC100506745	100506745	gi|341914958
NXF2	56001	gi|397138675
FRMPD3	84443	gi|397138685
LOC100996848	100996848	gi|397138687
LOC101060167	101060167	gi|410170286
LOC100996830	100996830	gi|397138690
MAGEC1	9947	gi|397138692
CXorf40B	541578	gi|410170306
CXorf40B	541578	gi|410170308
LOC101060772	101060772	gi|410170310
LOC100996465	100996465	gi|397138716
LOC100509091	100509091	gi|341915001
FAM197Y1	100289265	gi|397138718
LOC648761	648761	gi|397138720
LOC101060136	101060136	gi|410170313
LOC100509646	100509646	gi|310118197
LOC100132858	100132858	gi|341915007
LOC100653358	100653358	gi|341915025
LOC100996768	100996768	gi|397138746
LOC100134663	100134663	gi|310118276
LOC100128326	100128326	gi|410170328
LOC101060742	101060742	gi|410170330
LOC101060745	101060745	gi|410170336
LOC441239	441239	gi|410170351
LOC100505767	100505767	gi|341915048
LOC653375	653375	gi|397138801
LOC101059921	101059921	gi|410170359
LOC101060740	101060740	gi|410170361
MUC3A	4584	gi|397138825
LOC100996256	100996256	gi|397138829
LOC101060029	101060029	gi|410170375
LOC100506504	100506504	gi|310118493
LOC100506310	100506310	gi|397138843
C1orf167	284498	gi|397138846
PRAMEF23	729368	gi|310118526
PRAMEF25	441873	gi|397138848
LOC645359	645359	gi|88942379
LOC100133301	100133301	gi|169162878
LOC729587	729587	gi|169162889
LOC101060085	101060085	gi|410170384
LACTBL1	646262	gi|397138857
LOC128322	128322	gi|17451119
FOXO6	100132074	gi|397138883
LOC100996318	100996318	gi|397138889
LOC730256	730256	gi|239741286
LOC100996575	100996575	gi|410170392
LOC101059961	101059961	gi|410170394
LOC101059961	101059961	gi|410170396
LOC101059961	101059961	gi|410170398
LOC101059961	101059961	gi|410170400
LOC101059961	101059961	gi|410170402
LOC101059961	101059961	gi|410170404
LOC101059980	101059980	gi|410170408
LOC642441	642441	gi|113411427
LOC644634	644634	gi|113411437
LOC101059970	101059970	gi|410170416
LOC101059976	101059976	gi|410170418
LOC441124	441124	gi|397138935
LOC101060028	101060028	gi|410170424
LOC100130097	100130097	gi|341915138
LOC730268	730268	gi|397138962
LOC101060017	101060017	gi|410170435
ANKRD36C	400986	gi|310118966
ANKRD36C	400986	gi|310118968
LOC100996535	100996535	gi|397138967
LOC100996606	100996606	gi|410170440
LOC101060198	101060198	gi|410170444
NT5DC4	284958	gi|410170446
LOC339760	339760	gi|397138985
ZNF806	646915	gi|341915175
LOC100128905	100128905	gi|239741824
HEATR7B1	339766	gi|341915196
FAM132B	151176	gi|397139004
LOC100996584	100996584	gi|397139006
LOC100996546	100996546	gi|397139012
LOC100505836	100505836	gi|397139016
LOC100505836	100505836	gi|397139018
CHL1-AS2	642891	gi|239741942
LOC729454	729454	gi|310119183
PRSS44	729756	gi|410170465
LOC440981	440981	gi|239742160
LOC100287290	100287290	gi|310119309
AREGB	727738	gi|113415639
LOC101059914	101059914	gi|410170481
LOC731282	731282	gi|169166294
LOC285556	285556	gi|113415686
LOC391722	391722	gi|51464364
ZDHHC11B	653082	gi|410170486
LOC401180	401180	gi|51464815
LOC441098	441098	gi|410170492
C5orf50	644994	gi|410170496
LOC100286914	100286914	gi|239742767
LOC100996641	100996641	gi|397139155
LOC100996641	100996641	gi|397139157
LOC100652953	100652953	gi|341915366
LOC100132858	100132858	gi|239743047
LOC100996433	100996433	gi|397139181
LOC101060133	101060133	gi|410170506
LOC100128326	100128326	gi|397139191
LOC100507369	100507369	gi|310119981
LOC101060183	101060183	gi|410170515
LOC100287294	100287294	gi|310119984
LOC100996380	100996380	gi|397139204
LOC100288807	100288807	gi|310120012
LOC100996577	100996577	gi|397139224
LOC402269	402269	gi|341915393
LOC101060128	101060128	gi|410170531
LOC100996392	100996392	gi|410170533
LOC100996408	100996408	gi|397139243
LOC100996423	100996423	gi|397139247
LOC100996428	100996428	gi|410170536
LOC100996372	100996372	gi|410170538
LOC101060161	101060161	gi|410170540
LOC441239	441239	gi|410170542
LOC653375	653375	gi|410170545
LOC100132581	100132581	gi|410170547
LOC101059921	101059921	gi|410170549
MUC3A	4584	gi|410170551
LOC100996677	100996677	gi|397139255
LOC100996256	100996256	gi|397139260
LOC101060029	101060029	gi|410170557
LOC100996445	100996445	gi|397139267
LOC100996633	100996633	gi|397139271
LOC100131608	100131608	gi|169172807
LOC101059966	101059966	gi|410170561
LOC100996304	100996304	gi|397139281
LOC100129098	100129098	gi|169173078
LOC100287651	100287651	gi|397139284
LOC100288562	100288562	gi|239743602
FAM203B	728071	gi|113420249
LOC377711	377711	gi|397139303
LOC101060026	101060026	gi|410170571
FAM27E4P	100132439	gi|169177259
LOC100505781	100505781	gi|310120335
LOC100287368	100287368	gi|310120338
LOC100996612	100996612	gi|397139316
LOC100996689	100996689	gi|397139321
LOC100132154	100132154	gi|397139324
LOC100996489	100996489	gi|397139326
LOC100996487	100996487	gi|397139330
LOC100996250	100996250	gi|397139350
LOC100996287	100996287	gi|397139353
LOC101060175	101060175	gi|410170582
LOC101060101	101060101	gi|410170590
LOC101060163	101060163	gi|410170595
LOC101060171	101060171	gi|410170597
LOC100996605	100996605	gi|397139367
LOC100996642	100996642	gi|410170603
TIMM23B	653252	gi|397139371
TIMM23B	653252	gi|397139373
LOC100996610	100996610	gi|397139375
LOC101060155	101060155	gi|410170610
LOC100996346	100996346	gi|397139388
LOC101060179	101060179	gi|410170614
LOC101059906	101059906	gi|410170617
MUC5AC	4586	gi|410170619
LOC101059911	101059911	gi|410170621
ZNF705E	100131539	gi|341915549
LOC100127946	100127946	gi|239744421
LOC100506870	100506870	gi|410170635
LOC338667	338667	gi|341915569
LOC100996646	100996646	gi|397139435
LOC728715	728715	gi|239744557
OVOS2	144203	gi|239744583
OVOS	408186	gi|310122843
C12orf63	374467	gi|397139455
MUC19	283463	gi|397139459
LOC728503	728503	gi|310122898
C12orf28	196446	gi|397139461
LOC100996701	100996701	gi|397139476
LOC100996573	100996573	gi|397139480
LRRC63	220416	gi|410170650
LOC731932	731932	gi|169205935
LOC100129307	100129307	gi|397139504
LOC101059952	101059952	gi|410170654
LOC101059957	101059957	gi|410170656
LOC101059957	101059957	gi|410170658
LOC100288568	100288568	gi|397139526
LOC100996331	100996331	gi|410170671
LOC440233	440233	gi|310123192
LOC100996599	100996599	gi|397139546
GOLGA6L2	283685	gi|397139548
GOLGA6L2	283685	gi|397139550
LOC645202	645202	gi|239745095
GOLGA8M	653720	gi|410170680
LOC101059918	101059918	gi|410170693
GOLGA8H	728498	gi|239745132
GOLGA8H	728498	gi|410170695
GOLGA8H	728498	gi|341915710
GOLGA8H	728498	gi|410170697
LOC100996675	100996675	gi|397139567
GOLGA8K	653125	gi|169208036
GOLGA8K	653125	gi|341915717
GOLGA8K	653125	gi|410170700
GOLGA8K	653125	gi|410170702
GOLGA8O	728047	gi|310123270
GOLGA8R	643699	gi|410170704
LOC100996413	100996413	gi|397139583
LOC646670	646670	gi|169208214
LOC732265	732265	gi|310123329
LOC730058	730058	gi|397139589
LOC440292	440292	gi|397139591
LOC100996492	100996492	gi|397139593
GOLGA6L10	647042	gi|410170713
GOLGA6L3	100133220	gi|310123374
GOLGA6L3	100133220	gi|310123376
LOC100996528	100996528	gi|397139605
LOC400499	400499	gi|341915745
LOC642799	642799	gi|310123475
LOC642799	642799	gi|310123473
LOC100288332	100288332	gi|310123489
LOC100288332	100288332	gi|310123491
LOC101059953	101059953	gi|410170720
61E3.4	440345	gi|410170723
LOC388210	388210	gi|397139627
LOC100652777	100652777	gi|341915768
LOC728741	728741	gi|310123523
LOC728734	728734	gi|310123525
LOC100507607	100507607	gi|310123531
TBC1D27	96597	gi|397139642
LOC100132174	100132174	gi|310123720
LOC400682	400682	gi|410170746
LOC100287477	100287477	gi|410170757
ZSCAN5D	646698	gi|341915873
LOC100996602	100996602	gi|397139737
EFCAB8	388795	gi|341915883
ANKRD60	140731	gi|397139740
LOC100996571	100996571	gi|397139742
LOC101060041	101060041	gi|410170762
LOC101060037	101060037	gi|410170764
LOC100996619	100996619	gi|397139753
LOC100288336	100288336	gi|397139755
GGT2	728441	gi|113429326
GGT2	728441	gi|397139758
GGT2	728441	gi|397139760
GGT2	728441	gi|310124095
LOC100996337	100996337	gi|397139764
LOC729461	729461	gi|410170773
LOC101060018	101060018	gi|410170775
USP41	373856	gi|410170777
LOC100132705	100132705	gi|169215606
CA15P3	100996556	gi|397139786
LOC100652871	100652871	gi|341915905
LOC100996594	100996594	gi|397139788
TTLL8	164714	gi|397139793
LOC729162	729162	gi|310124182
LOC101059915	101059915	gi|410170783
LOC100996631	100996631	gi|397139806
LOC100996631	100996631	gi|397139808
LOC100996631	100996631	gi|397139810
FRMPD3	84443	gi|341915928
LOC100996525	100996525	gi|397139824
PNMA6B	728513	gi|341915936
CYorf17	100533178	gi|397139833
LOC101060136	101060136	gi|410170792
LOC101060140	101060140	gi|410170794
LOC651959	651959	gi|410170799
LOC100287163	100287163	gi|239747141
LOC100996464	100996464	gi|410170801
LOC100996464	100996464	gi|397139860
LOC100996464	100996464	gi|397139862
LOC100996464	100996464	gi|410170811
LOC100287515	100287515	gi|310124321
LOC100287515	100287515	gi|397139865
LOC100287515	100287515	gi|310124319
LOC100287515	100287515	gi|410170816
LOC100288355	100288355	gi|410170818
LOC100288398	100288398	gi|397139871
LOC100288433	100288433	gi|397139873
LOC100288494	100288494	gi|397139877
LOC100288593	100288593	gi|410170820
LOC100288657	100288657	gi|410170822
LOC100289097	100289097	gi|341915975
LOC100996283	100996283	gi|397139883
LOC100996276	100996276	gi|397139893
LOC100132339	100132339	gi|310124368
LOC729159	729159	gi|113426153
LOC100996499	100996499	gi|397139909
NPIPL2	440348	gi|410170828
LOC100996541	100996541	gi|397139917
SLC35G4	646000	gi|89044650
LOC729458	729458	gi|113428063
LOC100289375	100289375	gi|397139942
LOC642643	642643	gi|341916011
LOC100996432	100996432	gi|410170841
LOC100132900	100132900	gi|239746626
TSPY10	100289087	gi|341916024
TSPY10	100289087	gi|341916022
FAM197Y4	100289188	gi|239747004
FAM197Y3	100132506	gi|169217429
FAM197Y1	100289265	gi|239747010
FAM197Y9	100132932	gi|310124534
AGAP10	728127	gi|239744064
HMCN2	256158	gi|169177000
LOC100996567	100996567	gi|397139972
LOC642131	642131	gi|410170846
LOC100288646	100288646	gi|239740978
LOC101059935	101059935	gi|410170848
CBWD7	728013	gi|397139979
LOC100996312	100996312	gi|397139981
LOC644249	644249	gi|410170850
LOC100132859	100132859	gi|310124610
LOC100996643	100996643	gi|397139984
FAM197Y8	100287798	gi|239746994
FAM197Y7	100287826	gi|239746998
FAM197Y6	100287859	gi|239747000
LOC100996473	100996473	gi|397139989
LOC100996547	100996547	gi|397139992
LOC100996626	100996626	gi|397140008
LOC100996657	100996657	gi|397140010
LOC100996657	100996657	gi|410170856
LOC100996657	100996657	gi|397140012
LOC100996657	100996657	gi|410170859
LOC100996657	100996657	gi|410170861
LOC100996657	100996657	gi|410170863
LOC100289079	100289079	gi|239747082
LOC100996341	100996341	gi|397140014
LOC100132336	100132336	gi|169172694
LOC100996383	100996383	gi|397140016
